SensorName,Year,Month,WeekNum,Snow Water Equivalent (in),Precipitation Accumulation (in),Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
Fish Lake,1984,4,4.0,28.7571428571,48.6,32.0,32.0,32.0,0.0285714285714
Fish Lake,1984,5,1.0,28.4571428571,49.9285714286,32.0,32.0,32.0,0.228571428571
Fish Lake,1984,5,2.0,26.1714285714,51.1,32.0,32.0,32.0,0.2
Fish Lake,1984,5,3.0,22.2375,52.5,32.0,32.0,32.0,0.25
Fish Lake,1984,5,4.0,19.0375,54.3375,32.0,32.0,32.0,0.1375
Fish Lake,1984,6,1.0,14.0857142857,55.2,32.0,32.0,32.0,0.128571428571
Fish Lake,1984,6,2.0,7.45,55.8,32.0,32.0,32.0,0.0
Fish Lake,1984,6,3.0,0.5125,56.275,32.0,32.0,32.0,0.175
Fish Lake,1984,6,4.0,0.0,57.2,32.0,32.0,32.0,0.0
Fish Lake,1984,8,2.0,0.0,58.2,85.0,46.0,63.0,0.0
Fish Lake,1984,8,3.0,0.0,58.2,77.625,49.5,61.0,0.0
Fish Lake,1984,8,4.0,0.0,58.4,70.375,45.25,56.625,0.0625
Fish Lake,1984,9,1.0,0.0,58.8333333333,67.8333333333,43.1666666667,53.5,0.15
Fish Lake,1984,9,2.0,0.0,59.7375,65.125,43.5,51.75,0.025
Fish Lake,1984,9,3.0,0.0,60.1125,64.0,43.5,51.625,0.1625
Fish Lake,1984,9,4.0,0.0,61.1,57.6666666667,35.1666666667,44.0,0.0
Fish Lake,1987,10,1.0,0.0,0.0142857142857,32.0,32.0,32.0,0.0142857142857
Fish Lake,1987,10,2.0,0.0,0.0,32.0,32.0,32.0,0.0
Fish Lake,1987,11,1.0,0.354166666667,2.8625,32.0,32.0,32.0,0.191666666667
Fish Lake,1987,11,2.0,0.0,0.8,32.0,32.0,32.0,0.0
Fish Lake,1987,12,1.0,8.50476190476,15.0380952381,32.0,32.0,32.0,0.380952380952
Fish Lake,1987,12,2.0,5.65,12.0,32.0,32.0,32.0,1.9
Fish Lake,1987,9,4.0,0.0,52.1,32.0,32.0,32.0,0.0
Fish Lake,1988,1,1.0,11.6,18.8,32.0,32.0,32.0,0.0
Fish Lake,1988,1,2.0,14.26,21.06,32.0,32.0,32.0,0.54
Fish Lake,1988,1,3.0,18.5666666667,24.1666666667,32.0,32.0,32.0,0.166666666667
Fish Lake,1988,1,4.0,19.3333333333,25.3,32.0,32.0,32.0,0.133333333333
Fish Lake,1988,10,1.0,0.0,3.55517241379,59.6551724138,38.6551724138,46.7931034483,0.244827586207
Fish Lake,1988,10,2.0,0.0,0.0,77.5,43.0,55.0,0.0
Fish Lake,1988,11,1.0,2.53928571429,15.8892857143,36.0357142857,30.5357142857,33.1428571429,0.503571428571
Fish Lake,1988,11,2.0,0.0,13.6,35.5,31.5,33.5,0.4
Fish Lake,1988,12,1.0,9.08275862069,25.175862069,33.0,22.6206896552,27.3103448276,0.262068965517
Fish Lake,1988,12,2.0,8.65,23.6,39.0,32.5,34.5,0.0
Fish Lake,1988,2,1.0,21.1333333333,26.8,32.0,32.0,32.0,0.3
Fish Lake,1988,2,3.0,26.45,32.1,32.0,32.0,32.0,0.0
Fish Lake,1988,2,4.0,26.5,32.1,32.0,32.0,32.0,0.05
Fish Lake,1988,3,1.0,26.85,32.6,32.0,32.0,32.0,0.35
Fish Lake,1988,3,2.0,28.8,35.2,32.0,32.0,32.0,0.0
Fish Lake,1988,3,3.0,28.8,35.3,32.0,32.0,32.0,0.05
Fish Lake,1988,3,4.0,33.025,38.8,32.0,32.0,32.0,0.25
Fish Lake,1988,4,1.0,33.6,40.8,32.0,32.0,32.0,0.2
Fish Lake,1988,4,2.0,33.85,43.15,32.0,32.0,32.0,0.3
Fish Lake,1988,4,3.0,29.6,43.65,62.5,9.0,35.5,0.025
Fish Lake,1988,4,4.0,27.8714285714,43.9857142857,44.7142857143,28.8571428571,34.8571428571,0.114285714286
Fish Lake,1988,5,1.0,26.3285714286,44.8,43.7142857143,28.7142857143,34.7142857143,0.0857142857143
Fish Lake,1988,5,2.0,23.7,45.2166666667,60.6666666667,31.8333333333,43.8333333333,0.1
Fish Lake,1988,5,3.0,16.2,46.0333333333,51.1666666667,33.0,41.3333333333,0.0333333333333
Fish Lake,1988,5,4.0,9.18571428571,46.2857142857,52.2857142857,34.4285714286,42.5714285714,0.0571428571429
Fish Lake,1988,6,1.0,2.51428571429,47.3142857143,48.0,34.2857142857,40.1428571429,0.171428571429
Fish Lake,1988,6,2.0,0.1125,48.025,61.875,35.375,47.625,0.0375
Fish Lake,1988,6,3.0,0.0,48.1,68.25,42.375,54.125,0.0
Fish Lake,1988,6,4.0,0.0,48.1,65.25,39.75,52.25,0.0
Fish Lake,1988,7,3.0,0.0,48.6,76.6,-8.0,32.0,0.0
Fish Lake,1988,7,4.0,0.0,48.6,77.75,8.375,26.0,0.0
Fish Lake,1988,8,1.0,0.0,48.6,73.4285714286,28.0,42.8571428571,0.0
Fish Lake,1988,8,2.0,0.0,48.6,71.25,9.5,52.375,0.025
Fish Lake,1988,8,3.0,0.0,48.8,70.625,17.875,44.5,0.0
Fish Lake,1988,8,4.0,0.0,48.8,79.625,-18.625,40.875,0.0
Fish Lake,1988,9,1.0,0.0,48.8142857143,83.1428571429,20.1428571429,52.7142857143,0.0142857142857
Fish Lake,1988,9,2.0,0.0,49.2125,70.5,40.75,53.75,0.0625
Fish Lake,1988,9,3.0,0.0,49.6625,55.125,36.625,45.375,0.075
Fish Lake,1988,9,4.0,0.0,51.4285714286,58.8571428571,40.4285714286,48.1428571429,0.271428571429
Fish Lake,1989,1,1.0,12.2,30.0857142857,32.7142857143,24.5714285714,28.4285714286,0.1
Fish Lake,1989,1,2.0,16.025,33.8375,31.875,24.625,28.25,0.8625
Fish Lake,1989,1,3.0,21.025,38.425,34.5,23.125,28.75,0.2
Fish Lake,1989,1,4.0,21.075,39.2125,34.5,22.5,27.75,0.175
Fish Lake,1989,10,1.0,0.0,2.11724137931,51.5517241379,34.6551724138,41.3103448276,0.137931034483
Fish Lake,1989,10,2.0,0.0,0.7,68.0,39.0,50.0,0.0
Fish Lake,1989,11,1.0,0.857142857143,10.3928571429,39.6785714286,31.0714285714,34.8928571429,0.235714285714
Fish Lake,1989,11,2.0,0.0,8.0,44.5,38.0,41.0,1.7
Fish Lake,1989,12,1.0,3.57586206897,19.0482758621,34.724137931,25.8275862069,29.7586206897,0.196551724138
Fish Lake,1989,12,2.0,3.6,19.2,35.0,29.0,33.0,0.3
Fish Lake,1989,2,1.0,21.6571428571,40.2571428571,19.2857142857,-1.71428571429,7.0,0.0142857142857
Fish Lake,1989,2,2.0,21.775,40.575,34.625,8.5,19.75,0.05
Fish Lake,1989,2,3.0,23.575,42.1625,32.5,24.125,28.25,0.3125
Fish Lake,1989,2,4.0,25.18,43.28,36.6,23.2,29.4,0.04
Fish Lake,1989,3,1.0,26.2428571429,44.0285714286,31.0,16.5714285714,23.1428571429,0.257142857143
Fish Lake,1989,3,2.0,28.275,46.125,40.0,29.0,32.875,0.2375
Fish Lake,1989,3,3.0,29.7,47.55,43.75,27.0,32.625,0.1125
Fish Lake,1989,3,4.0,30.075,48.5875,39.75,27.75,32.875,0.125
Fish Lake,1989,4,1.0,32.1857142857,50.5714285714,41.2857142857,29.7142857143,34.0,0.442857142857
Fish Lake,1989,4,2.0,31.7,52.1,56.25,29.25,39.375,0.0
Fish Lake,1989,4,3.0,28.35,52.1375,50.625,30.25,38.0,0.0125
Fish Lake,1989,4,4.0,25.4857142857,52.2,53.0,31.5714285714,39.7142857143,0.0
Fish Lake,1989,5,1.0,21.3857142857,52.2,59.2857142857,33.0,43.5714285714,0.0
Fish Lake,1989,5,2.0,15.8875,52.4125,54.0,31.625,41.125,0.0375
Fish Lake,1989,5,3.0,12.3125,53.375,47.125,31.5,37.875,0.2125
Fish Lake,1989,5,4.0,8.3,54.575,50.375,34.25,29.5,0.1
Fish Lake,1989,6,1.0,0.957142857143,54.8,71.7142857143,41.8571428571,23.4285714286,0.0
Fish Lake,1989,6,2.0,0.0,54.8,66.625,45.625,46.5,0.0
Fish Lake,1989,6,3.0,0.0,54.825,60.5,39.0,49.125,0.0125
Fish Lake,1989,6,4.0,0.0,54.9142857143,63.8571428571,44.4285714286,52.5714285714,0.0285714285714
Fish Lake,1989,7,1.0,0.0,55.2714285714,62.5714285714,40.7142857143,51.2857142857,0.0285714285714
Fish Lake,1989,7,2.0,0.0,55.3,69.75,47.625,48.875,0.0
Fish Lake,1989,7,3.0,0.0,55.3,68.375,46.0,56.125,0.0
Fish Lake,1989,7,4.0,0.0,55.3,71.75,47.125,49.75,0.0
Fish Lake,1989,8,1.0,0.0,55.3,73.2857142857,47.1428571429,30.4285714286,0.0
Fish Lake,1989,8,2.0,0.0,55.3,70.5,45.5,56.75,0.0
Fish Lake,1989,8,3.0,0.0,55.4625,65.625,46.625,55.25,0.0875
Fish Lake,1989,8,4.0,0.0,56.1125,67.125,43.875,53.875,0.025
Fish Lake,1989,9,1.0,0.0,56.2285714286,66.0,39.7142857143,51.2857142857,0.0142857142857
Fish Lake,1989,9,2.0,0.0,56.3,74.5,43.75,33.75,0.0
Fish Lake,1989,9,3.0,0.0,56.3,68.875,37.75,50.625,0.0
Fish Lake,1989,9,4.0,0.0,56.5285714286,70.7142857143,44.0,54.7142857143,0.157142857143
Fish Lake,1990,1,1.0,6.61428571429,21.9,33.4285714286,29.2857142857,31.1428571429,0.771428571429
Fish Lake,1990,1,2.0,14.925,30.7625,33.125,27.125,30.25,0.8375
Fish Lake,1990,1,3.0,16.1875,32.625,32.375,22.0,27.25,0.25
Fish Lake,1990,1,4.0,22.4625,37.5875,31.625,24.875,28.25,0.9125
Fish Lake,1990,10,1.0,1.16206896552,9.02413793103,42.8275862069,30.5517241379,35.1379310345,0.51724137931
Fish Lake,1990,10,2.0,0.0,4.3,55.5,31.0,41.0,0.2
Fish Lake,1990,11,1.0,0.942857142857,24.9857142857,38.25,29.6071428571,33.4285714286,0.646428571429
Fish Lake,1990,11,2.0,0.7,18.0,45.0,36.0,38.5,2.25
Fish Lake,1990,12,1.0,8.89655172414,44.7172413793,26.5862068966,13.6551724138,20.275862069,0.358620689655
Fish Lake,1990,12,2.0,7.5,42.9,35.5,31.0,33.5,0.45
Fish Lake,1990,2,1.0,29.9571428571,43.1142857143,31.8571428571,25.1428571429,27.7142857143,0.357142857143
Fish Lake,1990,2,2.0,36.1875,49.7875,29.625,17.0,23.375,1.1125
Fish Lake,1990,2,3.0,39.05,53.9875,36.25,18.125,25.375,0.2375
Fish Lake,1990,2,4.0,40.32,55.0,48.8,22.2,31.6,0.0
Fish Lake,1990,3,1.0,40.6571428571,55.1,44.2857142857,25.7142857143,32.8571428571,0.0571428571429
Fish Lake,1990,3,2.0,42.4375,56.3,39.875,23.0,29.875,0.275
Fish Lake,1990,3,3.0,43.3875,57.7875,46.625,31.0,35.875,0.075
Fish Lake,1990,3,4.0,42.1625,58.2,53.375,24.75,36.625,0.0
Fish Lake,1990,4,1.0,39.3,58.2571428571,57.2857142857,28.7142857143,40.0,0.0142857142857
Fish Lake,1990,4,2.0,36.1125,58.525,50.625,31.5,39.0,0.0875
Fish Lake,1990,4,3.0,31.6571428571,59.0,51.7142857143,32.7142857143,39.5714285714,0.0285714285714
Fish Lake,1990,4,4.0,28.975,59.8,39.0,31.25,34.0,0.5
Fish Lake,1990,5,3.0,18.2714285714,61.4285714286,48.7142857143,31.5714285714,39.0,0.114285714286
Fish Lake,1990,5,4.0,13.525,62.5125,50.125,33.625,41.25,0.125
Fish Lake,1990,6,1.0,7.47142857143,63.9571428571,51.1428571429,34.2857142857,41.8571428571,0.3
Fish Lake,1990,6,2.0,0.95,66.3,54.75,36.375,44.5,0.2875
Fish Lake,1990,6,3.0,0.0,67.6875,67.625,42.375,53.75,0.0375
Fish Lake,1990,6,4.0,0.0,67.8,69.1428571429,42.1428571429,54.7142857143,0.0
Fish Lake,1990,7,1.0,0.0,67.8,63.8571428571,43.2857142857,53.0,0.0
Fish Lake,1990,7,2.0,0.0,67.8875,85.5,47.25,64.875,0.0125
Fish Lake,1990,7,3.0,0.0,67.9,80.625,46.5,62.125,0.0
Fish Lake,1990,7,4.0,0.0,67.9875,73.0,49.125,59.125,0.025
Fish Lake,1990,8,1.0,0.0,68.1,81.1428571429,47.7142857143,62.7142857143,0.0
Fish Lake,1990,8,2.0,0.0,68.1,81.875,49.75,62.875,0.0
Fish Lake,1990,8,3.0,0.0,68.6125,62.625,46.625,53.5,0.1625
Fish Lake,1990,8,4.0,0.0,69.8875,64.125,41.0,50.5,0.1
Fish Lake,1990,9,1.0,0.0,70.2857142857,73.7142857143,42.2857142857,55.4285714286,0.0142857142857
Fish Lake,1990,9,2.0,0.0,70.3,73.875,41.75,54.75,0.0
Fish Lake,1990,9,3.0,0.0,70.3,72.25,40.5,53.125,0.0
Fish Lake,1990,9,4.0,0.0,70.3,73.4285714286,38.4285714286,52.4285714286,0.0
Fish Lake,1991,1,1.0,13.2285714286,49.7285714286,24.5714285714,13.1428571429,18.2857142857,0.285714285714
Fish Lake,1991,1,2.0,17.7,54.3875,33.0,28.75,30.5,0.95
Fish Lake,1991,1,3.0,19.7375,59.0125,40.625,24.375,30.375,0.025
Fish Lake,1991,1,4.0,19.3,59.4,34.875,11.5,22.375,0.1
Fish Lake,1991,10,1.0,0.0689655172414,0.755172413793,55.4482758621,30.5172413793,39.5862068966,0.11724137931
Fish Lake,1991,10,2.0,0.0,0.0,73.0,29.0,45.0,0.0
Fish Lake,1991,11,1.0,2.15357142857,9.61428571429,34.6071428571,26.3214285714,30.1428571429,0.439285714286
Fish Lake,1991,11,2.0,0.55,5.45,42.0,32.5,36.5,0.4
Fish Lake,1991,12,1.0,10.1068965517,24.0344827586,32.3103448276,25.3103448276,28.5862068966,0.313793103448
Fish Lake,1991,12,2.0,7.85,21.45,35.0,29.5,31.5,0.85
Fish Lake,1991,2,1.0,20.7571428571,62.0714285714,39.0,30.1428571429,33.4285714286,0.585714285714
Fish Lake,1991,2,2.0,20.7375,64.725,43.625,31.125,35.125,0.325
Fish Lake,1991,2,3.0,21.35,68.0875,40.875,29.0,33.25,0.3
Fish Lake,1991,2,4.0,22.12,69.2,53.2,22.8,33.2,0.18
Fish Lake,1991,3,1.0,24.4142857143,71.7,35.8571428571,23.2857142857,28.2857142857,0.428571428571
Fish Lake,1991,3,2.0,26.175,73.125,40.125,21.625,29.25,0.075
Fish Lake,1991,3,3.0,27.025,73.7,44.375,22.875,31.375,0.0625
Fish Lake,1991,3,4.0,27.85,74.4375,44.875,25.25,33.0,0.0875
Fish Lake,1991,4,1.0,28.1714285714,76.9,39.1428571429,28.2857142857,32.5714285714,0.685714285714
Fish Lake,1991,4,2.0,29.8375,80.9625,45.375,24.375,33.25,0.2625
Fish Lake,1991,4,3.0,27.85,81.65,57.5,28.875,39.5,0.025
Fish Lake,1991,4,4.0,24.1714285714,81.8285714286,45.2857142857,28.4285714286,35.1428571429,0.0142857142857
Fish Lake,1991,5,1.0,20.9571428571,81.9428571429,51.8571428571,29.5714285714,38.5714285714,0.1
Fish Lake,1991,5,2.0,17.05,82.7625,51.0,31.625,39.625,0.025
Fish Lake,1991,5,3.0,10.4125,83.075,54.125,35.625,43.375,0.05
Fish Lake,1991,5,4.0,1.975,83.525,53.5,33.75,42.0,0.125
Fish Lake,1991,6,1.0,0.0,84.8428571429,57.7142857143,36.0,45.0,0.214285714286
Fish Lake,1991,6,2.0,0.0,85.85,57.875,35.75,45.5,0.0375
Fish Lake,1991,6,3.0,0.0,87.325,57.625,38.75,46.625,0.35
Fish Lake,1991,6,4.0,0.0,89.3285714286,63.7142857143,42.4285714286,51.4285714286,0.128571428571
Fish Lake,1991,7,1.0,0.0,89.7857142857,77.0,43.1428571429,58.8571428571,0.0142857142857
Fish Lake,1991,7,2.0,0.0,89.8,73.25,43.125,57.0,0.0125
Fish Lake,1991,7,3.0,0.0,90.0125,71.25,44.375,56.375,0.05
Fish Lake,1991,7,4.0,0.0,90.475,75.125,45.375,57.375,0.025
Fish Lake,1991,8,1.0,0.0,90.5,77.2857142857,48.7142857143,60.5714285714,0.0
Fish Lake,1991,8,2.0,0.0,90.775,70.75,44.25,56.0,0.05
Fish Lake,1991,8,3.0,0.0,90.9,81.0,49.125,62.5,0.0
Fish Lake,1991,8,4.0,0.0,91.1,63.25,41.875,51.375,0.0875
Fish Lake,1991,9,1.0,0.0,91.6,72.7142857143,41.7142857143,54.2857142857,0.0
Fish Lake,1991,9,2.0,0.0,91.675,69.75,36.5,49.875,0.0125
Fish Lake,1991,9,3.0,0.0,91.7,74.125,38.25,52.0,0.0
Fish Lake,1991,9,4.0,0.0,91.7,82.8571428571,41.2857142857,55.5714285714,0.0
Fish Lake,1992,1,1.0,13.3714285714,27.9,29.5714285714,17.0,23.4285714286,0.157142857143
Fish Lake,1992,1,2.0,14.4,29.075,31.875,22.75,27.375,0.15
Fish Lake,1992,1,3.0,15.3125,29.925,30.875,20.375,24.875,0.5375
Fish Lake,1992,1,4.0,17.525,36.1375,35.625,31.125,32.875,0.6875
Fish Lake,1992,10,1.0,0.0,0.837931034483,52.1724137931,32.8275862069,40.5862068966,0.110344827586
Fish Lake,1992,10,2.0,0.0,0.3,55.0,34.5,42.5,0.0
Fish Lake,1992,11,1.0,2.27857142857,8.57142857143,34.3571428571,26.1428571429,29.5714285714,0.321428571429
Fish Lake,1992,11,2.0,1.05,6.95,33.0,24.5,29.0,0.15
Fish Lake,1992,12,1.0,9.14482758621,17.1827586207,27.0344827586,17.1379310345,21.8620689655,0.265517241379
Fish Lake,1992,12,2.0,5.85,13.65,28.5,19.5,23.5,0.7
Fish Lake,1992,2,1.0,18.1714285714,39.4,41.4285714286,24.7142857143,30.4285714286,0.0142857142857
Fish Lake,1992,2,2.0,18.375,39.6125,38.375,29.75,33.0,0.075
Fish Lake,1992,2,3.0,19.775,41.4125,37.5,25.25,30.375,0.425
Fish Lake,1992,2,4.0,21.3,43.7333333333,47.0,30.1666666667,34.8333333333,0.05
Fish Lake,1992,3,1.0,20.9571428571,44.0571428571,43.0,30.8571428571,35.2857142857,0.0857142857143
Fish Lake,1992,3,2.0,19.8,44.75,57.875,27.0,36.625,0.1625
Fish Lake,1992,3,3.0,18.3,45.9625,53.0,25.875,35.0,0.0375
Fish Lake,1992,3,4.0,16.375,46.0,55.375,25.375,37.25,0.0
Fish Lake,1992,4,1.0,13.3285714286,46.0,49.7142857143,27.1428571429,35.2857142857,0.0
Fish Lake,1992,4,2.0,12.4875,46.2125,46.75,28.25,35.5,0.1
Fish Lake,1992,4,3.0,9.425,49.0625,46.875,29.25,36.125,0.375
Fish Lake,1992,4,4.0,5.42857142857,50.0285714286,56.1428571429,33.2857142857,42.7142857143,0.142857142857
Fish Lake,1992,5,1.0,0.585714285714,51.1285714286,73.2857142857,33.5714285714,50.4285714286,0.114285714286
Fish Lake,1992,5,2.0,0.0,51.6125,53.75,31.625,41.125,0.0125
Fish Lake,1992,5,3.0,0.0,51.75,65.25,35.25,49.5,0.025
Fish Lake,1992,5,4.0,0.0,51.975,69.625,43.25,55.125,0.025
Fish Lake,1992,6,1.0,0.0,52.1,70.1428571429,39.0,53.8571428571,0.0
Fish Lake,1992,6,2.0,0.0,52.35,61.5,41.0,50.0,0.1125
Fish Lake,1992,6,3.0,0.0,53.15,78.125,46.5,61.5,0.025
Fish Lake,1992,6,4.0,0.0,53.2571428571,77.7142857143,48.0,62.5714285714,0.0285714285714
Fish Lake,1992,7,1.0,0.0,53.7285714286,61.0,45.2857142857,51.5714285714,0.157142857143
Fish Lake,1992,7,2.0,0.0,54.625,67.0,44.625,54.75,0.0375
Fish Lake,1992,7,3.0,0.0,54.8875,73.5,47.875,59.125,0.0125
Fish Lake,1992,7,4.0,0.0,55.425,80.875,45.5,62.0,0.075
Fish Lake,1992,8,1.0,0.0,55.5857142857,71.0,46.1428571429,57.4285714286,0.0428571428571
Fish Lake,1992,8,2.0,0.0,56.7375,81.625,49.0,63.375,0.1625
Fish Lake,1992,8,3.0,0.0,57.1,76.5,44.25,58.375,0.0
Fish Lake,1992,8,4.0,0.0,57.1,72.5,39.125,53.75,0.0
Fish Lake,1992,9,1.0,0.0,57.3857142857,60.1428571429,37.4285714286,47.5714285714,0.157142857143
Fish Lake,1992,9,2.0,0.0,58.9625,58.875,35.25,45.125,0.15
Fish Lake,1992,9,3.0,0.0,59.6125,65.5,38.875,49.625,0.05
Fish Lake,1992,9,4.0,0.0,62.2857142857,58.4285714286,34.4285714286,43.5714285714,0.457142857143
Fish Lake,1993,1,1.0,13.8285714286,22.0142857143,19.2857142857,0.285714285714,8.71428571429,0.128571428571
Fish Lake,1993,1,2.0,14.3875,22.7125,20.5,4.875,12.375,0.05
Fish Lake,1993,1,3.0,15.8,24.0,26.375,16.75,21.875,0.3625
Fish Lake,1993,1,4.0,19.0375,28.5375,35.875,27.125,30.0,0.4125
Fish Lake,1993,10,1.0,0.0,0.9125,57.4166666667,34.5416666667,43.7083333333,0.075
Fish Lake,1993,10,2.0,0.0,0.2,63.5,35.5,46.0,0.0
Fish Lake,1993,11,1.0,1.184,5.096,35.4,21.56,27.16,0.288
Fish Lake,1993,11,2.0,0.0,3.9,41.0,22.0,28.5,0.0
Fish Lake,1993,12,1.0,10.425,16.0666666667,29.3333333333,18.0,23.1666666667,0.279166666667
Fish Lake,1993,12,2.0,9.2,14.6,32.0,29.0,31.0,1.3
Fish Lake,1993,2,1.0,18.6285714286,29.1285714286,36.2857142857,21.7142857143,27.0,0.0142857142857
Fish Lake,1993,2,2.0,18.6,29.2,37.375,24.125,29.75,0.0
Fish Lake,1993,2,3.0,18.3375,29.2,27.5,10.0,17.25,0.0
Fish Lake,1993,2,4.0,18.44,29.2,36.4,2.2,16.6,0.0
Fish Lake,1993,3,1.0,19.8285714286,30.2428571429,42.0,26.0,31.5714285714,0.271428571429
Fish Lake,1993,3,2.0,20.45,31.2875,43.625,20.625,30.0,0.1875
Fish Lake,1993,3,3.0,21.325,33.5625,40.0,26.875,32.5,0.3375
Fish Lake,1993,3,4.0,20.35,35.3,46.25,23.25,32.625,0.025
Fish Lake,1993,4,1.0,19.2857142857,36.2142857143,42.8571428571,28.0,33.4285714286,0.228571428571
Fish Lake,1993,4,2.0,18.5,37.7125,44.0,28.5,34.375,0.1125
Fish Lake,1993,4,3.0,16.5375,38.6625,46.75,28.875,36.0,0.125
Fish Lake,1993,4,4.0,14.3142857143,39.9571428571,44.2857142857,31.1428571429,36.0,0.342857142857
Fish Lake,1993,5,1.0,10.8142857143,41.9857142857,46.2857142857,30.4285714286,37.4285714286,0.2
Fish Lake,1993,5,2.0,5.075,43.025,65.0,34.875,47.25,0.0375
Fish Lake,1993,5,3.0,0.0,43.175,68.0,37.5,50.75,0.0375
Fish Lake,1993,5,4.0,0.0,43.8,65.875,41.375,52.375,0.1875
Fish Lake,1993,6,1.0,0.0,45.6857142857,56.0,42.2857142857,48.0,0.185714285714
Fish Lake,1993,6,2.0,0.0,46.9125,54.875,38.625,45.875,0.125
Fish Lake,1993,6,3.0,0.0,47.3,63.125,39.25,50.5,0.125
Fish Lake,1993,6,4.0,0.0,48.2,63.5714285714,38.7142857143,49.8571428571,0.0
Fish Lake,1993,7,1.0,0.0,48.2714285714,61.1428571429,44.0,50.5714285714,0.0142857142857
Fish Lake,1993,7,2.0,0.0,48.4125,60.875,41.75,49.625,0.075
Fish Lake,1993,7,3.0,0.0,49.5625,59.625,44.0,50.0,0.1375
Fish Lake,1993,7,4.0,0.0,50.0,66.625,43.25,53.25,0.0
Fish Lake,1993,8,1.0,0.0,50.0,81.3333333333,46.5,61.8333333333,0.0
Fish Lake,1993,8,2.0,0.0,50.025,67.75,43.0,53.5,0.0375
Fish Lake,1993,8,3.0,0.0,50.45,70.25,46.875,55.875,0.025
Fish Lake,1993,8,4.0,0.0,50.75,64.625,36.375,48.375,0.0375
Fish Lake,1993,9,1.0,0.0,50.8,80.4285714286,44.4285714286,59.4285714286,0.0
Fish Lake,1993,9,2.0,0.0,50.8,69.375,39.75,51.5,0.0125
Fish Lake,1993,9,3.0,0.0,50.9,60.625,32.375,43.875,0.0
Fish Lake,1993,9,4.0,0.0,50.9,76.0,37.7142857143,52.5714285714,0.0
Fish Lake,1994,1,1.0,15.9,22.04,32.0,25.8,29.0,0.56
Fish Lake,1994,1,2.0,18.2714285714,24.8,34.7142857143,30.0,31.8571428571,0.185714285714
Fish Lake,1994,1,3.0,18.5142857143,25.5428571429,40.0,26.5714285714,31.4285714286,0.0857142857143
Fish Lake,1994,1,4.0,18.6142857143,26.0,38.5714285714,23.8571428571,28.7142857143,0.0
Fish Lake,1994,10,1.0,0.262068965517,2.39655172414,49.1379310345,30.6206896552,38.1724137931,0.437931034483
Fish Lake,1994,10,2.0,0.0,0.0,65.5,33.5,46.0,0.0
Fish Lake,1994,11,1.0,7.48571428571,16.6714285714,31.8214285714,21.3214285714,26.2142857143,0.414285714286
Fish Lake,1994,11,2.0,6.2,14.95,34.5,29.0,31.0,0.3
Fish Lake,1994,12,1.0,17.7413793103,30.4965517241,28.4137931034,18.6551724138,23.1724137931,0.420689655172
Fish Lake,1994,12,2.0,14.45,26.35,28.5,17.5,22.5,0.45
Fish Lake,1994,2,1.0,18.9,26.0,33.2857142857,6.85714285714,17.1428571429,0.0
Fish Lake,1994,2,2.0,20.0571428571,27.2,32.1428571429,18.0,24.1428571429,0.3
Fish Lake,1994,2,3.0,24.35,30.5375,33.875,24.5,28.5,0.4875
Fish Lake,1994,2,4.0,28.06,34.34,31.2,21.6,25.0,0.44
Fish Lake,1994,3,1.0,29.2166666667,36.8,43.1666666667,26.6666666667,32.3333333333,0.283333333333
Fish Lake,1994,3,2.0,28.6428571429,37.6,51.0,25.7142857143,34.8571428571,0.0428571428571
Fish Lake,1994,3,3.0,29.1875,39.3125,36.25,23.75,28.625,0.3875
Fish Lake,1994,3,4.0,30.25,40.8875,56.75,24.375,36.0,0.0125
Fish Lake,1994,4,1.0,27.9714285714,41.1285714286,44.5714285714,30.1428571429,35.4285714286,0.114285714286
Fish Lake,1994,4,2.0,27.2142857143,42.2285714286,46.4285714286,28.5714285714,35.8571428571,0.114285714286
Fish Lake,1994,4,3.0,22.6375,42.8375,57.375,30.25,41.125,0.0625
Fish Lake,1994,4,4.0,16.9,43.1833333333,51.8333333333,30.8333333333,39.5,0.0
Fish Lake,1994,5,1.0,12.0285714286,43.3,60.1428571429,29.5714285714,42.8571428571,0.0285714285714
Fish Lake,1994,5,2.0,4.3,43.4,61.125,33.0,45.125,0.0
Fish Lake,1994,5,3.0,0.1875,43.775,57.25,35.125,45.0,0.1
Fish Lake,1994,5,4.0,0.0,44.2625,56.5,36.75,45.625,0.0625
Fish Lake,1994,6,1.0,0.0,44.8142857143,56.2857142857,34.7142857143,45.1428571429,0.0714285714286
Fish Lake,1994,6,2.0,0.0,45.3375,60.5,36.875,29.4125,0.06
Fish Lake,1994,6,3.0,0.0,46.3,66.875,38.375,31.875,0.14
Fish Lake,1994,6,4.0,0.0,46.5,69.2857142857,39.8571428571,22.2857142857,0.0
Fish Lake,1994,7,1.0,0.0,46.7142857143,63.5714285714,42.1428571429,51.4285714286,0.0571428571429
Fish Lake,1994,7,2.0,0.0,46.9,78.875,44.25,60.375,0.0
Fish Lake,1994,7,3.0,0.0,46.9,84.75,49.125,65.75,0.0
Fish Lake,1994,7,4.0,0.0,46.925,81.875,47.125,62.75,0.0125
Fish Lake,1994,8,1.0,0.0,47.1428571429,77.8571428571,48.0,60.5714285714,0.0285714285714
