Year,Month,WeekNum,Snow Water Equivalent (in),Precipitation Accumulation (in),Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
1988,3,1.0,19.2528735632,38.9655172414,27.908045977,20.3563218391,24.632183908,0.358139534884
1988,3,2.0,20.7580952381,42.8638095238,33.1333333333,20.2952380952,25.8761904762,0.200952380952
1988,3,3.0,21.14,43.595,41.36,29.12,34.95,0.351
1988,3,4.0,25.407,48.001,35.12,25.53,30.09,0.594
1988,4,1.0,27.0082352941,52.1717647059,36.7411764706,27.3176470588,31.8705882353,0.605882352941
1988,4,2.0,26.3224489796,54.5530612245,50.6530612245,31.0714285714,40.4591836735,0.0479591836735
1988,4,3.0,21.501980198,54.9485148515,42.1584158416,29.0099009901,35.8613861386,0.132
1988,4,4.0,19.3516853933,55.7730337079,41.8314606742,25.3483146067,33.6404494382,0.215730337079
1988,5,1.0,18.7065934066,57.2384615385,39.7582417582,27.1428571429,33.1208791209,0.174725274725
1988,5,2.0,15.3176470588,58.587254902,51.5882352941,33.1470588235,41.2254901961,0.197058823529
1988,5,3.0,10.395049505,60.2326732673,50.801980198,31.1287128713,40.2871287129,0.0910891089109
1988,5,4.0,7.0137254902,61.2098039216,46.0,30.431372549,38.1568627451,0.276470588235
1988,6,1.0,5.51935483871,63.623655914,41.0322580645,28.1612903226,33.4193548387,0.241935483871
1988,6,2.0,4.2,65.5612612613,54.7747747748,34.9369369369,44.3603603604,0.0837837837838
1988,6,3.0,2.45576923077,64.7019230769,60.6442307692,44.2692307692,51.4615384615,0.0165048543689
1988,6,4.0,0.536781609195,65.5896551724,55.0229885057,37.8505747126,46.5172413793,0.0574712643678
1988,7,1.0,0.0297619047619,66.9595238095,52.6666666667,38.7261904762,45.0119047619,0.0904761904762
1988,7,2.0,0.0,67.5583333333,56.8645833333,43.5208333333,49.25,0.113541666667
1988,7,3.0,0.0,67.3245098039,66.1176470588,43.0196078431,53.8725490196,0.0
1988,7,4.0,0.0,66.5866666667,67.5333333333,40.4857142857,53.5619047619,0.00582524271845
1988,8,1.0,0.0,67.3175824176,63.4505494505,41.3516483516,51.2527472527,0.00222222222222
1988,8,2.0,0.0,66.3183673469,62.693877551,41.6224489796,52.0714285714,0.0163265306122
1988,8,3.0,0.0,66.6354166667,62.9479166667,41.6145833333,51.5208333333,0.05
1988,8,4.0,0.0,67.0265306122,69.3163265306,42.7551020408,56.3163265306,0.00510204081633
1988,9,1.0,0.0,67.3858823529,72.5647058824,50.3411764706,60.4470588235,0.0105882352941
1988,9,2.0,0.0,67.602,60.9,41.42,49.9,0.0232323232323
1988,9,3.0,0.0114285714286,70.500952381,50.2857142857,34.6095238095,39.4761904762,0.164761904762
1988,9,4.0,0.0,68.7137614679,54.9174311927,40.3853211009,45.7064220183,0.204587155963
1989,1,1.0,15.0935483871,27.6129032258,31.2258064516,25.8978494624,28.376344086,0.231720430108
1989,1,2.0,17.8492753623,30.58647343,30.8599033816,25.7342995169,28.270531401,0.699033816425
1989,1,3.0,21.7292682927,34.4102439024,33.4780487805,26.0195121951,29.7219512195,0.268780487805
1989,1,4.0,23.0793969849,36.1859296482,34.1557788945,25.2261306533,29.2713567839,0.174371859296
1989,10,1.0,0.0722162162162,1.61362162162,44.8994594595,31.7610810811,37.2886486486,0.148540540541
1989,10,2.0,0.0,0.222580645161,61.1129032258,39.7096774194,48.3387096774,0.0129032258065
1989,11,1.0,1.5193220339,10.4004519774,37.6689265537,28.818079096,32.611299435,0.307118644068
1989,11,2.0,1.04,7.41538461538,43.7538461538,35.5230769231,39.4923076923,0.86
1989,12,1.0,3.72849344978,19.5405021834,38.0698689956,26.7925764192,31.6266375546,0.186026200873
1989,12,2.0,3.35806451613,19.7725806452,33.8387096774,25.4838709677,29.6290322581,0.420967741935
1989,2,1.0,24.4974522293,38.9159235669,19.5159235669,8.94904458599,13.4649681529,0.0687898089172
1989,2,2.0,24.3439393939,37.8762626263,30.2525252525,21.9949494949,25.5909090909,0.0343434343434
1989,2,3.0,25.5726829268,38.7180487805,32.0829268293,26.1512195122,30.3902439024,0.399512195122
1989,2,4.0,28.0777777778,41.5385185185,33.4074074074,24.4148148148,29.8814814815,0.0859259259259
1989,3,1.0,29.6806451613,43.0505376344,29.3709677419,20.7956989247,26.7688172043,0.38064516129
1989,3,2.0,31.860952381,46.1828571429,36.2285714286,29.3333333333,33.7523809524,0.393333333333
1989,3,3.0,33.7973214286,48.3125,35.9598214286,27.375,32.6875,0.222321428571
1989,3,4.0,34.8609090909,49.5077272727,35.2590909091,27.5272727273,32.9681818182,0.272727272727
1989,4,1.0,37.6338624339,52.5693121693,39.0,29.8518518519,36.1481481481,0.401587301587
1989,4,2.0,36.3506726457,54.1730941704,47.0134529148,33.1883408072,40.6367713004,0.0215246636771
1989,4,3.0,32.5815315315,54.7103603604,43.2702702703,31.8243243243,37.6666666667,0.106306306306
1989,4,4.0,30.3366492147,55.164921466,43.8638743455,32.6701570681,34.8481675393,0.109947643979
1989,5,1.0,26.2058510638,55.2936170213,48.3776595745,35.9042553191,38.6968085106,0.0409574468085
1989,5,2.0,20.8718181818,56.2222727273,45.2136363636,31.8636363636,37.3409090909,0.0568181818182
1989,5,3.0,16.72,56.7553488372,41.5162790698,28.8372093023,35.3302325581,0.183255813953
1989,5,4.0,14.1884615385,57.6173076923,42.9375,30.6826923077,35.5961538462,0.165048543689
1989,6,1.0,9.57663043478,58.4163043478,57.7554347826,39.472826087,45.9782608696,0.00666666666667
1989,6,2.0,5.45555555556,59.6888888889,53.9490740741,36.9861111111,43.3194444444,0.0294392523364
1989,6,3.0,3.065625,60.1102678571,49.7991071429,33.7767857143,41.9553571429,0.0628959276018
1989,6,4.0,1.80357142857,60.425,54.1734693878,38.612244898,46.0306122449,0.0605128205128
1989,7,1.0,1.01785714286,60.8826530612,55.8775510204,33.7653061224,44.7448979592,0.019170984456
1989,7,2.0,0.483408071749,60.9233183857,59.201793722,39.2062780269,48.0358744395,0.0385321100917
1989,7,3.0,0.0385321100917,61.9651376147,59.6513761468,37.2201834862,47.5536697248,0.0353773584906
1989,7,4.0,0.0,61.5464285714,58.2276785714,34.8080357143,44.5446428571,0.00779816513761
1989,8,1.0,0.0,61.8897435897,57.2307692308,35.3435897436,47.0646153846,0.0374331550802
1989,8,2.0,0.0,61.8340707965,59.0132743363,37.4690265487,46.0619469027,0.0263888888889
1989,8,3.0,0.0,61.8043103448,54.7068965517,38.5862068966,43.5672413793,0.114285714286
1989,8,4.0,0.0,62.8139130435,55.5217391304,37.6782608696,42.2330434783,0.0689814814815
1989,9,1.0,0.0,62.6472081218,57.4923857868,34.7766497462,41.5294416244,0.0130434782609
1989,9,2.0,0.0,63.0331877729,66.5021834061,42.3799126638,49.2493449782,0.0101851851852
1989,9,3.0,0.0,63.1856521739,62.2130434783,40.1782608696,49.2869565217,0.017903930131
1989,9,4.0,0.0,63.8033980583,65.4126213592,43.7184466019,53.1699029126,0.0242718446602
1990,1,1.0,5.81614349776,21.6932735426,32.5291479821,24.8206278027,28.5022421525,0.762331838565
1990,1,2.0,10.117578125,29.130078125,34.0234375,25.55078125,29.21484375,0.61015625
1990,1,3.0,11.0826771654,30.5440944882,32.0433070866,21.2559055118,25.7007874016,0.235039370079
1990,1,4.0,15.9529644269,34.943083004,29.3003952569,20.2885375494,24.4584980237,0.827272727273
1990,10,1.0,0.578389398573,5.41478083588,41.8909276249,29.1743119266,34.9714576962,0.344444444444
1990,10,2.0,0.0117647058824,2.68088235294,50.3676470588,32.3823529412,39.7058823529,0.105882352941
1990,11,1.0,2.41967914439,17.2873796791,36.0470588235,26.1037433155,30.728342246,0.535614973262
1990,11,2.0,1.65147058824,12.4514705882,40.5441176471,33.7941176471,36.6029411765,1.29117647059
1990,12,1.0,10.7184917355,33.1228305785,23.0950413223,10.5547520661,16.7377066116,0.288004136505
1990,12,2.0,9.36515151515,31.6878787879,37.1060606061,29.8181818182,34.1818181818,0.375384615385
1990,2,1.0,22.271875,40.5464285714,28.9107142857,20.5267857143,24.3392857143,0.583035714286
1990,2,2.0,27.8235294118,45.6062745098,27.8509803922,15.2745098039,21.3294117647,0.597254901961
1990,2,3.0,30.4895752896,48.6235521236,36.0579150579,19.6447876448,25.7799227799,0.257528957529
1990,2,4.0,31.11625,48.7025,44.48125,25.78125,32.45625,0.056875
1990,3,1.0,31.5017467249,50.7694323144,39.9388646288,26.1004366812,31.8209606987,0.151091703057
1990,3,2.0,33.8783269962,53.4258555133,34.7186311787,19.7566539924,26.3688212928,0.29391634981
1990,3,3.0,34.6568181818,54.7935606061,43.4166666667,29.1401515152,34.8446969697,0.113257575758
1990,3,4.0,34.491634981,55.3703422053,48.8783269962,27.536121673,36.0950570342,0.0167300380228
1990,4,1.0,32.6444933921,55.2207048458,55.140969163,33.0748898678,41.7753303965,0.0105726872247
1990,4,2.0,30.0652,54.7896,48.876,32.328,39.084,0.0668
1990,4,3.0,25.7182170543,55.9170542636,48.4418604651,34.0658914729,39.5813953488,0.131906614786
1990,4,4.0,23.9070175439,58.5736842105,39.3771929825,26.4385964912,31.7763157895,0.391666666667
1990,5,1.0,22.7843049327,59.8986547085,52.5964125561,32.4215246637,41.5964125561,0.0892376681614
1990,5,2.0,18.3383064516,59.3181451613,45.5080645161,30.6935483871,36.5846774194,0.0822580645161
1990,5,3.0,15.0975806452,59.6068548387,45.314516129,31.6129032258,37.3508064516,0.176209677419
1990,5,4.0,12.0303149606,61.6976377953,46.8503937008,34.6968503937,39.7519685039,0.244488188976
1990,6,1.0,10.5799126638,65.2515283843,47.192139738,33.3886462882,39.4890829694,0.314847161572
1990,6,2.0,8.76704545455,67.7890151515,50.0075757576,35.3106060606,41.5037878788,0.208712121212
1990,6,3.0,5.4996124031,68.1329457364,62.3488372093,42.015503876,51.0658914729,0.0271317829457
1990,6,4.0,3.13782608696,68.7191304348,62.852173913,42.3347826087,51.3826086957,0.0169565217391
1990,7,1.0,1.81991341991,69.0506493506,58.4761904762,40.619047619,48.6406926407,0.0536796536797
1990,7,2.0,0.713257575758,69.3545454545,76.7727272727,50.5681818182,62.9393939394,0.019696969697
1990,7,3.0,0.106818181818,69.4416666667,72.0757575758,48.5871212121,59.4128787879,0.0109848484848
1990,7,4.0,0.0,69.7689393939,65.7462121212,47.375,55.2689393939,0.0477272727273
1990,8,1.0,0.0,69.9112554113,73.0476190476,48.632034632,59.8831168831,0.00779220779221
1990,8,2.0,0.0,69.971969697,74.8181818182,51.9962121212,61.7462121212,0.0128787878788
1990,8,3.0,0.0,70.7229007634,57.6908396947,43.820610687,49.4961832061,0.225190839695
1990,8,4.0,0.0,72.1443181818,59.196969697,41.0568181818,48.4696969697,0.119696969697
1990,9,1.0,0.0,72.8965367965,68.9826839827,46.3333333333,55.645021645,0.0307359307359
1990,9,2.0,0.0,73.0553030303,67.2954545455,45.5151515152,54.8068181818,0.019696969697
1990,9,3.0,0.0,73.2416666667,65.5492424242,44.5871212121,52.928030303,0.0117424242424
1990,9,4.0,0.0,72.8155555556,67.4044444444,45.5244444444,54.4622222222,0.004
1991,1,1.0,14.8143459916,37.3443037975,24.164556962,12.1097046414,17.5611814346,0.188607594937
1991,1,2.0,17.5040441176,40.8110294118,33.4632352941,27.6617647059,29.8095588235,0.762962962963
1991,1,3.0,19.6003731343,44.2671641791,36.9179104478,24.4365671642,28.3444029851,0.0737642585551
1991,1,4.0,19.7505660377,43.8079245283,29.279245283,13.958490566,21.0309433962,0.0771863117871
1991,10,1.0,0.303192584964,0.721627188466,48.7857878476,32.8547888774,39.376930999,0.099377593361
1991,10,2.0,0.0,0.0348484848485,64.9696969697,40.9848484848,50.7878787879,0.00757575757576
1991,11,1.0,2.58642629905,8.36299045599,34.5090137858,24.7932131495,29.3181336161,0.416330858961
1991,11,2.0,0.870588235294,4.88676470588,42.1764705882,31.8823529412,36.9558823529,0.166176470588
1991,12,1.0,9.19132653061,20.0151020408,32.6428571429,24.1734693878,28.0765306122,0.236836734694
1991,12,2.0,7.66323529412,18.6147058824,34.0735294118,25.6617647059,30.1911764706,0.388235294118
1991,2,1.0,20.6415254237,47.1847457627,39.5889830508,30.5169491525,33.456779661,0.490829694323
1991,2,2.0,21.1617977528,49.6898876404,43.0224719101,31.5880149813,35.0393258427,0.223846153846
1991,2,3.0,21.4782771536,52.6865168539,38.3370786517,25.3857677903,31.2322097378,0.411985018727
1991,2,4.0,21.4764705882,54.3670588235,47.5882352941,28.0176470588,35.3882352941,0.0358823529412
1991,3,1.0,23.3962184874,56.8340336134,31.2605042017,19.3865546218,25.0378151261,0.567647058824
1991,3,2.0,25.9165441176,59.3003676471,34.8897058824,18.8492647059,25.5294117647,0.198897058824
1991,3,3.0,27.1003676471,60.3205882353,39.4117647059,22.2757352941,29.3235294118,0.0988970588235
1991,3,4.0,28.3691176471,61.4713235294,41.6617647059,23.3639705882,31.1875,0.120220588235
1991,4,1.0,29.3239316239,64.2132478632,38.1666666667,26.2094017094,31.7991452991,0.647863247863
1991,4,2.0,31.4025735294,67.4900735294,42.3492647059,24.4301470588,31.7941176471,0.229411764706
1991,4,3.0,30.545112782,67.6883458647,54.4172932331,32.477443609,40.992481203,0.0518796992481
1991,4,4.0,28.7623893805,69.0871681416,42.5575221239,25.9601769912,32.5840707965,0.137168141593
1991,5,1.0,26.5882352941,69.6004201681,49.7142857143,32.4453781513,39.6764705882,0.146638655462
1991,5,2.0,24.175,70.9908088235,46.6397058824,30.5404411765,37.3786764706,0.0955882352941
1991,5,3.0,20.4698529412,71.8930147059,50.3419117647,34.9852941176,41.2683823529,0.115808823529
1991,5,4.0,16.1007380074,72.7560885609,48.6974169742,32.0184501845,38.9372693727,0.139114391144
1991,6,1.0,12.7323529412,73.4600840336,53.3067226891,33.7352941176,42.2941176471,0.0668067226891
1991,6,2.0,9.63823529412,74.0588235294,53.4595588235,35.0,42.8897058824,0.0871323529412
1991,6,3.0,8.03235294118,75.3522058824,52.4522058824,36.8198529412,43.3088235294,0.220955882353
1991,6,4.0,6.25798319328,76.5516806723,57.6260504202,40.7268907563,47.6554621849,0.0899159663866
1991,7,1.0,3.71764705882,76.9558823529,71.7731092437,45.6260504202,57.987394958,0.0159663865546
1991,7,2.0,1.69669117647,77.0599264706,67.3014705882,44.1323529412,54.9044117647,0.0198529411765
1991,7,3.0,0.790262172285,77.656928839,66.4194756554,44.5655430712,54.2097378277,0.0337078651685
1991,7,4.0,0.24053030303,76.609469697,69.3333333333,46.4659090909,56.5151515152,0.0242424242424
1991,8,1.0,0.0,77.1423076923,71.7179487179,49.3504273504,58.8076923077,0.0213675213675
1991,8,2.0,0.0,77.8591911765,66.3125,45.6948529412,54.7610294118,0.0257352941176
1991,8,3.0,0.0,78.0948529412,76.4227941176,52.5,62.6176470588,0.03125
1991,8,4.0,0.0,78.5852941176,60.2316176471,41.9595588235,50.1911764706,0.138602941176
1991,9,1.0,0.0,79.4558823529,66.9663865546,44.6260504202,54.0042016807,0.0361344537815
1991,9,2.0,0.0,79.7051470588,62.1911764706,39.9595588235,49.3419117647,0.025
1991,9,3.0,0.000369003690037,79.8118081181,65.1771217712,42.3284132841,51.8191881919,0.00664206642066
1991,9,4.0,0.0,79.887394958,69.4537815126,49.4327731092,56.4831932773,0.00818965517241
1992,1,1.0,12.118907563,23.3231092437,28.5966386555,19.0168067227,23.7016806723,0.222268907563
1992,1,2.0,13.3970588235,24.5441176471,33.3051470588,22.5992647059,27.7095588235,0.148529411765
1992,1,3.0,14.2856617647,25.6338235294,33.6764705882,21.3088235294,27.3529411765,0.316176470588
1992,1,4.0,16.5632352941,29.7996323529,38.2242647059,30.2058823529,33.6911764706,0.658455882353
1992,10,1.0,0.0276231263383,1.01113490364,49.0471092077,34.8704496788,40.7901498929,0.137339055794
1992,10,2.0,0.0,0.29375,50.734375,32.453125,41.0625,0.0046875
1992,11,1.0,2.55850945495,8.22958843159,34.7964404894,24.8743047831,29.0550611791,0.28046875
1992,11,2.0,1.20625,6.534375,31.109375,21.421875,26.3125,0.3484375
1992,12,1.0,10.78802589,16.9885652643,26.049622438,15.9913700108,20.7761596548,0.263163596966
1992,12,2.0,7.06935483871,12.9274193548,26.5483870968,16.5,21.935483871,0.735483870968
1992,2,1.0,17.8466386555,33.2642857143,42.268907563,28.6806722689,34.1596638655,0.0752100840336
1992,2,2.0,17.8636029412,33.75,39.1801470588,28.7058823529,33.375,0.112867647059
1992,2,3.0,19.6297794118,35.9650735294,37.3308823529,24.9301470588,30.8676470588,0.478308823529
1992,2,4.0,21.0176470588,38.5308823529,51.3333333333,34.0882352941,40.887254902,0.0794117647059
1992,3,1.0,20.6050632911,39.0244725738,44.7721518987,30.9156118143,36.7932489451,0.0978902953586
1992,3,2.0,20.3702205882,39.4363970588,55.2683823529,33.7573529412,42.3272058824,0.0382352941176
1992,3,3.0,19.8044117647,40.4525735294,47.1801470588,29.2941176471,36.4522058824,0.0452205882353
1992,3,4.0,18.6537906137,40.4386281588,50.0974729242,29.6281588448,38.3321299639,0.0191335740072
1992,4,1.0,16.7746938776,40.6718367347,45.2163265306,27.387755102,34.9142857143,0.132244897959
1992,4,2.0,16.6685714286,41.8442857143,43.9714285714,29.3571428571,35.5714285714,0.148928571429
1992,4,3.0,14.9207142857,44.4021428571,43.8928571429,27.3178571429,34.8785714286,0.336428571429
1992,4,4.0,12.712244898,45.4481632653,52.3755102041,35.5469387755,43.3591836735,0.167346938776
1992,5,1.0,9.45020408163,46.4669387755,66.6,39.6081632653,52.1836734694,0.0461224489796
1992,5,2.0,6.70428571429,47.0921428571,48.6142857143,29.925,38.3432142857,0.0863799283154
1992,5,3.0,4.72964285714,47.4471428571,58.2607142857,34.8928571429,45.7,0.0232974910394
1992,5,4.0,2.73214285714,47.6039285714,62.9107142857,40.0107142857,50.1178571429,0.0151624548736
1992,6,1.0,0.994285714286,47.6812244898,62.9387755102,36.9428571429,49.706122449,0.00655737704918
1992,6,2.0,0.212030075188,49.3751879699,54.6879699248,35.3609022556,44.1315789474,0.169318181818
1992,6,3.0,0.00757575757576,50.6893939394,70.446969697,46.7234848485,57.1481060606,0.0263358778626
1992,6,4.0,0.0,50.2756302521,69.1344537815,47.0924369748,57.1218487395,0.133613445378
1992,7,1.0,0.0,51.4142857143,54.6806722689,40.3109243697,45.9831932773,0.139662447257
1992,7,2.0,0.0,51.5075268817,61.1111111111,39.3906810036,49.6275985663,0.0348920863309
1992,7,3.0,0.0,50.5304029304,68.4175824176,48.6117216117,57.1391941392,0.0985294117647
1992,7,4.0,0.0,51.4427007299,75.295620438,49.5291970803,60.6094890511,0.0128205128205
1992,8,1.0,0.0,52.4726530612,67.693877551,46.9142857143,55.4285714286,0.0698347107438
1992,8,2.0,0.0,52.975,76.7392857143,50.3428571429,60.8392857143,0.014598540146
1992,8,3.0,0.0,53.0728571429,70.1535714286,46.6821428571,55.85,0.0398550724638
1992,8,4.0,0.0,53.3685714286,66.5571428571,42.5142857143,51.4214285714,0.00845588235294
1992,9,1.0,0.0,53.8718487395,56.9579831933,36.4621848739,44.3256302521,0.0875
1992,9,2.0,0.0,54.2454873646,54.5776173285,35.155234657,43.0039711191,0.101102941176
1992,9,3.0,0.0,54.8043010753,61.1612903226,40.2903225806,49.3189964158,0.151612903226
1992,9,4.0,0.0254166666667,56.695,56.7041666667,38.5,46.3333333333,0.230416666667
1993,1,1.0,16.2395652174,22.5213043478,19.8434782609,6.33043478261,12.452173913,0.15347826087
1993,1,2.0,17.1619230769,23.3307692308,18.5038461538,7.57692307692,12.6,0.0517374517375
1993,1,3.0,18.6243137255,24.6756862745,26.4,15.5411764706,20.4474509804,0.360714285714
1993,1,4.0,21.301171875,28.380078125,38.359375,26.453125,31.6796875,0.28515625
1993,10,1.0,0.00188425302826,1.17254374159,50.0538358008,34.9205921938,41.064602961,0.0780619111709
1993,10,2.0,0.0,0.403921568627,53.5490196078,36.1176470588,43.2352941176,0.0274509803922
1993,11,1.0,0.790596330275,3.97775229358,34.1800458716,21.4472477064,27.0080275229,0.165366972477
1993,11,2.0,0.164179104478,3.13432835821,40.1641791045,25.6268656716,31.1940298507,0.0134328358209
1993,12,1.0,7.44906695939,13.8058177827,33.1975850714,22.338090011,27.0636663008,0.216684961581
1993,12,2.0,5.965625,11.865625,32.875,26.125,29.046875,1.23125
1993,2,1.0,21.2813852814,28.7735930736,35.8961038961,24.8398268398,28.2640692641,0.0110619469027
1993,2,2.0,21.1725925926,28.8914814815,30.7407407407,20.4555555556,25.0974074074,0.0481060606061
1993,2,3.0,21.5578358209,29.4634328358,21.4402985075,8.05223880597,13.8955223881,0.103383458647
1993,2,4.0,22.0458333333,29.969047619,33.4642857143,8.38095238095,18.7089285714,0.0132530120482
1993,3,1.0,22.9405982906,30.8803418803,38.5384615385,22.8034188034,31.1670940171,0.232158590308
1993,3,2.0,23.0202205882,31.8724264706,38.6323529412,21.4227941176,29.1985294118,0.170260223048
1993,3,3.0,24.3176691729,34.0165413534,39.0977443609,26.0939849624,31.8045112782,0.382706766917
1993,3,4.0,24.0367424242,36.0678030303,42.4696969697,24.2727272727,31.803030303,0.0556818181818
1993,4,1.0,23.9466960352,37.4303964758,41.7136563877,26.2863436123,32.6079295154,0.240088105727
1993,4,2.0,24.5337121212,39.4609848485,40.9848484848,26.5265151515,32.0946969697,0.274242424242
1993,4,3.0,23.6442379182,41.0223048327,44.5873605948,28.780669145,35.2267657993,0.185501858736
1993,4,4.0,22.5071428571,43.2121848739,42.731092437,30.4579831933,35.0210084034,0.324369747899
1993,5,1.0,20.6172268908,45.0008403361,45.5840336134,30.6428571429,36.8109243697,0.225210084034
1993,5,2.0,16.4842307692,45.5576923077,63.8307692308,39.2269230769,50.0692307692,0.0496153846154
1993,5,3.0,9.23386454183,45.7705179283,63.3545816733,40.3067729084,50.2589641434,0.097609561753
1993,5,4.0,4.78458498024,46.7758893281,61.3517786561,41.3320158103,50.0316205534,0.159288537549
1993,6,1.0,2.48063063063,48.4815315315,53.0,39.1531531532,44.7207207207,0.191891891892
1993,6,2.0,1.50965250965,49.7405405405,52.4324324324,36.4092664093,43.4092664093,0.160617760618
1993,6,3.0,0.726506024096,50.3293172691,60.1847389558,39.2489959839,48.8473895582,0.10562248996
1993,6,4.0,0.368609865471,50.8618834081,60.2556053812,38.4484304933,48.1524663677,0.0596412556054
1993,7,1.0,0.132599118943,51.79030837,56.1145374449,39.6255506608,46.2775330396,0.0502202643172
1993,7,2.0,0.0,52.6380228137,56.2851711027,39.6121673004,46.2281368821,0.0950570342205
1993,7,3.0,0.0,53.4192913386,54.342519685,41.2244094488,46.4330708661,0.208661417323
1993,7,4.0,0.0,54.7803278689,61.6147540984,41.8114754098,50.2131147541,0.0696721311475
1993,8,1.0,0.0,54.4691943128,75.317535545,51.0947867299,61.682464455,0.0165876777251
1993,8,2.0,0.0,54.5739130435,62.5335968379,42.9169960474,51.1067193676,0.0379446640316
1993,8,3.0,0.0,54.5023346304,63.579766537,45.2490272374,53.0778210117,0.0735408560311
1993,8,4.0,0.0,55.2401574803,59.1299212598,38.6692913386,47.1535433071,0.0287401574803
1993,9,1.0,0.0,55.2654867257,73.6592920354,49.3716814159,59.2876106195,0.00398230088496
1993,9,2.0,0.0,55.4941860465,63.3255813953,42.2480620155,50.984496124,0.0406976744186
1993,9,3.0,0.0,57.3522267206,53.2834008097,33.971659919,41.7570850202,0.0242914979757
1993,9,4.0,0.0,57.2004464286,67.375,44.9508928571,53.5223214286,0.00224215246637
1994,1,1.0,11.0636363636,18.9894736842,32.6411483254,25.3588516746,28.7607655502,0.604784688995
1994,1,2.0,12.9524714829,21.9475285171,36.5437262357,29.1901140684,32.3231939163,0.245247148289
1994,1,3.0,13.3248,23.2228,41.344,29.996,34.6,0.102
1994,1,4.0,13.169348659,23.8409961686,36.4597701149,23.0153256705,28.3908045977,0.0567049808429
1994,10,1.0,0.224,1.98363636364,45.7672727273,31.4081818182,37.3109090909,0.360181818182
1994,10,2.0,0.0,0.0184210526316,61.6578947368,40.4605263158,49.0921052632,0.0
1994,11,1.0,7.34318181818,15.4814393939,30.353219697,20.1751893939,24.8664772727,0.430303030303
1994,11,2.0,5.05263157895,13.0868421053,32.0921052632,25.6578947368,28.5,0.457894736842
1994,12,1.0,17.4845730028,29.1306703398,29.8530762167,19.9706152433,24.4334251607,0.422497704316
1994,12,2.0,15.1368421053,25.2921052632,27.1315789474,17.8289473684,22.25,0.407894736842
1994,2,1.0,12.9630705394,23.5609958506,33.5228215768,15.6099585062,23.2572614108,0.0199170124481
1994,2,2.0,13.7327338129,24.5841726619,29.4064748201,17.7122302158,23.1402877698,0.293525179856
1994,2,3.0,17.2027874564,28.0599303136,31.7456445993,21.7944250871,26.3728222997,0.561324041812
1994,2,4.0,21.6449704142,32.5147928994,33.0591715976,21.5976331361,26.8402366864,0.504142011834
1994,3,1.0,22.2300411523,34.1329218107,41.5802469136,25.9835390947,32.1604938272,0.193004115226
1994,3,2.0,22.3592,35.4408,47.876,28.884,36.552,0.0636
1994,3,3.0,23.0570469799,36.8184563758,33.2046979866,19.8389261745,25.7281879195,0.447315436242
1994,3,4.0,24.4961267606,38.6383802817,54.6936619718,30.6830985915,40.0422535211,0.0221830985915
1994,4,1.0,23.1467181467,38.9038610039,41.7606177606,27.8803088803,33.1930501931,0.194980694981
1994,4,2.0,24.113618677,40.7688715953,45.9883268482,28.4513618677,35.8443579767,0.243968871595
1994,4,3.0,21.0346020761,42.155017301,58.0934256055,35.6089965398,44.9896193772,0.0698961937716
1994,4,4.0,17.12,43.0761538462,48.0192307692,30.8423076923,37.9961538462,0.0961538461538
1994,5,1.0,14.4337121212,43.5375,57.6553030303,34.1401515152,44.5795454545,0.0757575757576
1994,5,2.0,9.48415841584,43.9528052805,58.7458745875,36.9108910891,46.5214521452,0.0488448844884
1994,5,3.0,6.58322368421,44.8654605263,52.6907894737,35.6875,42.6743421053,0.130592105263
1994,5,4.0,3.93168316832,45.7198019802,149.640264026,131.287128713,139.561056106,0.119471947195
1994,6,1.0,2.62706766917,46.5402255639,52.9473684211,34.7894736842,42.2007518797,0.134865900383
1994,6,2.0,1.66118421053,47.6789473684,55.8881578947,37.0394736842,20.3243421053,0.147445255474
1994,6,3.0,1.10440677966,49.5281355932,63.1118644068,39.7627118644,26.5952542373,0.114473684211
1994,6,4.0,0.579215686275,50.2423529412,64.4274509804,40.3098039216,27.0141176471,0.0298507462687
1994,7,1.0,0.339453125,50.3984375,59.3046875,39.75390625,47.91015625,0.109523809524
1994,7,2.0,0.0496621621622,50.9885135135,73.0608108108,47.0101351351,58.7601351351,0.00610169491525
1994,7,3.0,0.0,50.9268707483,80.7653061224,53.843537415,66.0510204082,0.0108843537415
1994,7,4.0,0.0,51.1203389831,75.9220338983,49.2,60.9796610169,0.015593220339
1994,8,1.0,0.0,51.1906976744,72.1899224806,48.1899224806,58.7868217054,0.0124031007752
1994,8,2.0,0.0,51.3922297297,71.2195945946,47.1756756757,57.5439189189,0.0162162162162
1994,8,3.0,0.0,51.202739726,64.3116438356,43.8869863014,52.3321917808,0.00342465753425
1994,8,4.0,0.0,51.5246621622,66.5405405405,43.2804054054,53.2635135135,0.0131756756757
1994,9,1.0,0.0,52.2166023166,63.5868725869,42.7528957529,51.3783783784,0.166409266409
1994,9,2.0,0.0,53.1243243243,56.5236486486,39.5472972973,46.4121621622,0.110472972973
1994,9,3.0,0.0,53.433105802,73.7747440273,49.5358361775,59.0,0.00136518771331
1994,9,4.0,0.0,53.5918604651,70.0426356589,48.8294573643,57.0697674419,0.0263565891473
1995,1,1.0,20.7513409962,36.2605363985,26.9846743295,13.9578544061,19.0498084291,0.0375478927203
1995,1,2.0,22.50625,38.5536184211,33.7960526316,27.3256578947,30.3157894737,0.480592105263
